_id,segment_id,date,weekday,period,LOS,s_node_id,e_node_id,length,street_id,max_velocity,street_level,street_name,street_type,long_snode,lat_snode,long_enode,lat_enode,LOS_encoded,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,street_type_bank,street_type_bus_station,street_type_car,street_type_cinema,street_type_clothes,street_type_company,street_type_convenience,street_type_fuel,street_type_government,street_type_house,street_type_marketplace,street_type_motorway,street_type_motorway_link,street_type_pitch,street_type_primary,street_type_primary_link,street_type_residential,street_type_school,street_type_secondary,street_type_secondary_link,street_type_tertiary,street_type_tertiary_link,street_type_trunk,street_type_trunk_link,street_type_unclassified,street_type_university,hour,minute,length_z_score
18700,47407,2020-12-03,3,period_3_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-0.4899802134516762
18701,47407,2020-12-03,3,period_3_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,30,-0.4899802134516762
18702,47407,2020-12-03,3,period_4_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,-0.4899802134516762
18703,47407,2020-12-03,3,period_4_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,30,-0.4899802134516762
18704,47407,2020-12-10,3,period_0_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,-0.4899802134516762
18705,47407,2020-12-10,3,period_1_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.4899802134516762
18706,47407,2020-12-10,3,period_3_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-0.4899802134516762
18707,47407,2020-12-10,3,period_3_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,30,-0.4899802134516762
18708,47407,2020-12-17,3,period_7_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,30,-0.4899802134516762
18709,47407,2020-12-24,3,period_0_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,-0.4899802134516762
18710,47407,2020-12-24,3,period_1_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.4899802134516762
18711,47407,2020-12-24,3,period_1_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,-0.4899802134516762
18712,47407,2020-12-24,3,period_2_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-0.4899802134516762
18713,47407,2020-12-24,3,period_2_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,30,-0.4899802134516762
18714,47407,2020-12-24,3,period_3_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-0.4899802134516762
18715,47407,2020-12-24,3,period_5_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,30,-0.4899802134516762
18716,47407,2020-12-24,3,period_6_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,-0.4899802134516762
18717,47407,2020-12-24,3,period_7_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,30,-0.4899802134516762
18718,47407,2021-01-05,1,period_1_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,-0.4899802134516762
18719,47407,2021-01-20,2,period_9_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,-0.4899802134516762
18720,47407,2021-01-23,5,period_0_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4899802134516762
18721,47407,2021-03-09,1,period_9_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,-0.4899802134516762
18722,47407,2021-03-17,2,period_2_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-0.4899802134516762
18723,47407,2021-03-17,2,period_2_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,30,-0.4899802134516762
18724,47407,2021-03-17,2,period_3_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-0.4899802134516762
18725,47407,2021-03-17,2,period_3_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,30,-0.4899802134516762
18726,47407,2021-03-17,2,period_4_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,-0.4899802134516762
18727,47407,2021-03-17,2,period_4_30,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,30,-0.4899802134516762
18728,47407,2021-04-14,2,period_1_00,F,4074719908,4074720677,16,304359231,,0,Đường Lý Thường Kiệt,tertiary,106.6607195,10.7736178,106.6608526,10.7736896,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.4899802134516762
