_id,level,max_velocity,name,type
31096786,0,80.0,Quốc Lộ 1,trunk
32575737,3,-1.0,(không tên),unclassified
32575794,3,-1.0,Chu Văn An,unclassified
32575820,3,-1.0,Nguyễn Văn Bá,tertiary
32575823,3,-1.0,Nguyễn Thị Nhỏ,tertiary
32575862,2,-1.0,Đường số 5,secondary
32575864,2,40.0,Châu Văn Liêm,secondary
32575869,3,-1.0,Lê Văn Thịnh,unclassified
32575874,3,-1.0,(không tên),unclassified
32575935,2,-1.0,Tân Phú,primary_link
32575943,3,-1.0,Lê Minh Xuân,tertiary
32575944,3,-1.0,Phú Hòa,unclassified
32575966,2,-1.0,Lê Văn Lương,secondary
32575968,3,-1.0,An Phú Tây - Hưng Long,tertiary
32575985,3,-1.0,Nguyễn Khoái,tertiary
32576041,3,-1.0,Vành Đai Trong,tertiary
32576047,3,-1.0,Đường 10Tây,unclassified
32576095,3,-1.0,(không tên),tertiary
32576096,3,-1.0,Xuân Thới Sơn - Xuân Thới Dông,unclassified
32576099,3,-1.0,Nguyễn Văn Lượng,unclassified
32576112,3,-1.0,Trương Quốc Dung,unclassified
32576127,3,-1.0,Tản Đà,tertiary
32576156,3,-1.0,Đường số 7,tertiary
32576164,2,-1.0,Bình Long,secondary
32576175,3,-1.0,Tam Đa,unclassified
32576202,3,-1.0,Nguyễn Hồng Đào,tertiary
32576278,3,-1.0,Bến Bùi Huy Bích,tertiary
32576371,3,-1.0,Cầu Calmette,tertiary
32576373,3,-1.0,Bến Nguyễn Duy,tertiary
32576377,3,-1.0,Trường Sa,tertiary
32576381,2,-1.0,Nguyễn Bình,secondary
32576511,3,-1.0,Vĩnh Lộc,tertiary
32576575,3,-1.0,Thới Hòa,tertiary
32576600,3,-1.0,Tạ Quang Bửu,tertiary
32576602,2,-1.0,Trần Não,secondary
32576657,3,-1.0,Xóm Củi,tertiary
32576658,3,-1.0,Nguyễn Đức Cảnh,tertiary
32576690,3,-1.0,Phạm Đăng Giảng,tertiary
32576691,2,-1.0,Phan Văn Hớn,secondary
32576747,3,-1.0,Hậu Giang,tertiary
32576820,3,-1.0,Đại Lộ III,tertiary
32576835,3,-1.0,Lương Thế Vinh,unclassified
32576857,3,40.0,Phạm Văn Chí,tertiary
32576867,3,-1.0,Lương Minh Nguyệt,unclassified
32576893,3,-1.0,Dương Thị Mười,tertiary
32576951,3,-1.0,Lê Sát,unclassified
32577094,3,-1.0,(không tên),tertiary
32577095,3,-1.0,(không tên),tertiary
32577116,3,-1.0,Thích Quảng Đức,tertiary
32577138,3,-1.0,Tân Thuận,unclassified
32577146,3,-1.0,Nguyễn Cửu Phú,tertiary
32577205,3,-1.0,Tam Bình,tertiary
32577210,2,-1.0,Vĩnh Lộc,secondary
32577211,3,-1.0,Đào Tấn,tertiary
32577232,3,-1.0,Đặng Văn Bi,tertiary
32577244,3,-1.0,Tôn Thất Hiệp,tertiary
32577256,3,-1.0,Trần Văn Giàu,tertiary
32577314,3,-1.0,Nguyễn Thức Đường,tertiary
32577339,3,-1.0,Trần Khắc Chân,unclassified
32577369,3,-1.0,Hương Lộ 2,tertiary
32577370,3,-1.0,Tây Lân,tertiary
32577382,3,-1.0,Văn Thân,tertiary
32577385,3,-1.0,Phước Thiện,tertiary
32577436,3,-1.0,Hoàng Diệu 2,tertiary
32577442,3,-1.0,(không tên),unclassified
32577449,3,-1.0,Hẻm 373 Lý Thường Kiệt,unclassified
32577460,3,-1.0,Lê Khôi,tertiary
32577480,3,-1.0,Đường số 36,tertiary
32577481,3,-1.0,Linh Đông,tertiary
32577483,3,-1.0,(không tên),tertiary
32577484,3,-1.0,Gò Dưa,tertiary
32577500,3,-1.0,Dương Quang Đông,tertiary
32577508,3,-1.0,Kha Vạn Cân,tertiary
32577546,3,-1.0,Tân Xuân 1,unclassified
32577561,3,-1.0,Phổ Quang,tertiary
32577628,3,-1.0,Huỳnh Mẫn Đạt,tertiary
32577683,1,-1.0,Nguyễn Tri Phương,primary
32577684,2,-1.0,Nguyễn Tri Phương,secondary
32577686,3,-1.0,Thành Thái,tertiary
32577688,1,-1.0,Xô Viết Nghệ Tĩnh,primary
32577705,3,-1.0,Trịnh Đình Trọng,tertiary
32577758,3,-1.0,An Phú Đông,unclassified
32577789,2,-1.0,(không tên),primary_link
32577799,3,-1.0,Tây Hòa,tertiary
32577828,1,-1.0,Nguyễn Kiệm,primary
32577919,1,-1.0,Nguyễn Oanh,primary
32578100,3,-1.0,Ni Sư Huỳnh Liên,tertiary
32578144,3,-1.0,Lê Lợi,unclassified
32578157,3,-1.0,Văn Cao,tertiary
32578166,3,-1.0,Hoàng Quốc Việt,unclassified
32578171,3,-1.0,Đường số 9,unclassified
32578226,3,-1.0,Vĩnh Khánh,unclassified
32578248,3,-1.0,(không tên),unclassified
32578335,2,-1.0,Lê Văn Thọ,secondary
32578371,3,-1.0,(không tên),unclassified
32578420,3,-1.0,Đường số 11,tertiary
32578431,3,-1.0,Nguyễn Văn Bá,tertiary
32578529,3,-1.0,Tân Chánh Hiệp 39,tertiary
32578530,3,-1.0,THOI TAM THÔN 5,unclassified
32578532,3,-1.0,(không tên),unclassified
32578543,2,-1.0,Bình Long,secondary
32578609,3,-1.0,Bông Sao,tertiary
32578654,1,-1.0,Dương Bá Trạc,primary
32578658,3,-1.0,Kinh Trung ương,tertiary
32578663,3,-1.0,(không tên),tertiary
32578669,3,-1.0,Tăng Nhơn Phú,tertiary
32578711,3,-1.0,An Dương Vương,tertiary
32578733,3,-1.0,Hồng Lạc,tertiary
32578736,1,-1.0,Phan Đình Giót,primary
32578747,3,-1.0,Nghĩa Phát,tertiary
32578749,3,-1.0,Lãnh Binh Thăng,tertiary
32578758,3,-1.0,Phú Thọ,tertiary
32578763,3,-1.0,Phú Châu,tertiary
32578837,2,-1.0,Nguyễn Văn Bứa,secondary
32578991,3,-1.0,Thiên Phước,tertiary
32579008,3,-1.0,Nam Hoà,tertiary
32579063,3,-1.0,Nguyễn Kim,tertiary
32579064,3,40.0,Chợ Lớn,tertiary
32579086,3,-1.0,Tân Thới Hiệp 21,unclassified
32579104,3,-1.0,Đường số 12,unclassified
32579159,3,-1.0,Hưng Nhơn,tertiary
32579214,2,-1.0,Tạ Quang Bửu,secondary
32579252,3,-1.0,(không tên),unclassified
32579339,3,-1.0,Hẻm 92B Tôn Thất Thuyết,unclassified
32579340,3,-1.0,Vĩnh Hội,tertiary
32579401,3,-1.0,Dồng Tâm,unclassified
32579403,3,-1.0,Đường số 31,unclassified
32579418,3,-1.0,Trương Công Định,tertiary
32579421,3,-1.0,Chu Văn An,unclassified
32579484,3,-1.0,(không tên),tertiary
32579504,3,-1.0,Bình Lợi,tertiary
32579641,3,-1.0,Bình Thới,tertiary
32579669,2,-1.0,Trường Sơn,secondary
32579678,3,-1.0,(không tên),unclassified
32579680,3,-1.0,Tây Thạnh,tertiary
32579734,3,-1.0,Tam Châu,unclassified
32579758,3,-1.0,Trần Phú,tertiary
32579838,3,-1.0,Đường số 10,tertiary
32579840,3,-1.0,Đường số 17,tertiary
32579894,3,-1.0,Hồ Văn Huê,tertiary
32579930,3,-1.0,Đường Số 10,unclassified
32579940,3,-1.0,Trường Sa,tertiary
32579995,3,-1.0,Tân Quý,unclassified
32580074,3,40.0,Đường số 4,tertiary
32580086,3,-1.0,Lê Đại Hành,tertiary
32580098,3,-1.0,Đào Trinh Nhất,tertiary
32580099,3,-1.0,Ung Văn Khiêm,tertiary
32580111,3,-1.0,Bà Lài,tertiary
32580124,1,-1.0,Pham Ngũ Lão,primary
32580173,3,-1.0,Phan Thúc Duyện,unclassified
32580181,3,-1.0,Tô Hiệu,tertiary
32580182,3,-1.0,Phan Văn Năm,tertiary
32580208,2,50.0,Lê Văn Khương,secondary
32580232,3,-1.0,(không tên),unclassified
32580242,1,-1.0,Xuân Hồng,primary
32580243,3,-1.0,Đặng Văn Ngữ,tertiary
32580244,3,-1.0,Đặng Văn Ngữ,tertiary
32580249,3,-1.0,Hoàng Thiều Hoa,unclassified
32580262,3,-1.0,Tên Lửa,tertiary
32580347,3,-1.0,(không tên),unclassified
32580352,3,-1.0,Bình Đông,tertiary
32580364,3,-1.0,Nguyễn Xí,tertiary
32580377,3,-1.0,Lê Quang Kim,tertiary
32580378,3,-1.0,Trần Tuấn Khải,tertiary
32580387,2,-1.0,Trần Quốc Hoàn,secondary
32580441,3,-1.0,Nguyễn Văn Luông,tertiary
32580466,3,-1.0,Phó Cơ Điều,tertiary
32580469,3,-1.0,Trần Văn Kiểu,unclassified
32580481,3,-1.0,Bình Tiên,tertiary
32580608,3,-1.0,Lữ Gia,tertiary
32580696,3,-1.0,Thế Lữ,tertiary
32580725,3,-1.0,Vạn Kiếp,tertiary
32580762,3,-1.0,Bùi Tư Toàn,unclassified
32580788,3,-1.0,Dồng Tâm,unclassified
32580857,3,-1.0,Nguyễn Đình Chiểu,tertiary
32580936,3,-1.0,Nguyễn Thị Sóc,tertiary
32580959,3,-1.0,Cầu Xéo,unclassified
32581025,3,-1.0,Dồng Tâm,unclassified
32581052,3,-1.0,Trần Nhân Tôn,tertiary
32581070,1,-1.0,Nguyễn Tất Thành,primary
32581105,3,-1.0,Dương Bạch Mai,tertiary
32581129,1,-1.0,Lý Thái Tổ,primary
32581146,3,-1.0,Đường số 13,tertiary
32581160,1,-1.0,Đinh Tiên Hoàng,primary
32581161,3,-1.0,Hoàng Sĩ Khải,unclassified
32581289,2,-1.0,Hoàng Hữu Nam,secondary
32581292,3,-1.0,Ngô Chí Quốc,tertiary
32581293,2,-1.0,Tỉnh lộ 43,secondary
32581295,3,-1.0,(không tên),tertiary
32581306,3,-1.0,Tống Văn Trân,unclassified
32581307,3,-1.0,Hẻm 341 Khuông Việt,unclassified
32581342,3,-1.0,Lê Hoàng Phái,unclassified
32581395,2,-1.0,Nguyễn Ảnh Thủ,secondary
32581500,3,-1.0,Trương Vĩnh Ký,tertiary
32581519,3,-1.0,Xuân Thuỷ,tertiary
32581523,3,-1.0,Tôn Đản,tertiary
32581649,2,-1.0,Trịnh Thị Miếng,secondary
32581658,3,-1.0,Dồng Tâm,unclassified
32581673,3,-1.0,Bà Triệu,tertiary
32581676,3,-1.0,Đỗ Thừa Luông,unclassified
32581689,3,-1.0,(không tên),unclassified
32581692,3,-1.0,Lâm Viên,unclassified
32581693,3,-1.0,Đường Số 1,unclassified
32581696,3,-1.0,Cầu số 3,tertiary
32581730,3,40.0,Quốc Hương,tertiary
32581819,3,-1.0,Vành Đai Trong,tertiary
32581845,3,-1.0,Trần Thị Bốc,tertiary
32581862,3,-1.0,(không tên),unclassified
32581878,3,-1.0,Đa Phước,unclassified
32581881,3,-1.0,Hẻm 1129 Lạc Long Quân,tertiary
32581914,3,-1.0,Đường số 14,tertiary
32581932,3,-1.0,Phan Văn Trị,tertiary
32581944,0,50.0,Cầu Sài Gòn 1,trunk
32581965,3,-1.0,Phạm Văn Chiêu,tertiary
32581966,3,-1.0,Đường Liên ấp,tertiary
32582036,3,-1.0,Đường 59,unclassified
32582107,3,-1.0,Cao Lỗ,tertiary
32582109,3,-1.0,Hoà Hưng,tertiary
32582143,3,-1.0,Dương Văn Dương,unclassified
32582173,3,-1.0,Thoại Ngọc Hầu,tertiary
32582180,3,-1.0,Nguyễn Ngọc Lộc,tertiary
32582226,3,-1.0,Nguyễn Văn Khối,tertiary
32582234,3,-1.0,Dồng Tâm,unclassified
32582260,3,-1.0,Diệp Minh Châu,unclassified
32582349,3,-1.0,(không tên),unclassified
32582366,3,-1.0,Phạm Văn Sáng,tertiary
32582442,3,-1.0,Trường Sa,tertiary
32582473,3,-1.0,Bùi Thanh Khiết,tertiary
32582476,3,-1.0,Nguyễn Cửu Phú,tertiary
32582486,2,-1.0,Đại lộ Độc Lập,secondary
32582491,2,-1.0,Trưng Nữ Vương,secondary
32582522,3,-1.0,Lý Chiêu Hoàng,tertiary
32582523,3,-1.0,Lý Chiêu Hoàng,tertiary
32582530,3,-1.0,Đường Liên Ấp 6-2,tertiary
32582531,3,-1.0,Lại Hùng Cường,tertiary
32582556,3,-1.0,Phạm Văn Xảo,tertiary
32582573,3,-1.0,Trịnh Quang Nghị,tertiary
32582575,3,-1.0,Cầu Kinh,tertiary
32582602,3,-1.0,Vườn Lài,tertiary
32582769,2,-1.0,Đại lộ Độc Lập,secondary
32582843,1,-1.0,Cầu Bình Triệu 1,primary
32582845,1,-1.0,Quốc lộ 13,primary
32582890,3,-1.0,Bưng Ông Thoàn,tertiary
32582891,3,-1.0,Bưng Ông Thoàn,tertiary
32582894,2,-1.0,Lê Văn Lương,secondary
32582897,2,-1.0,Huỳnh Tấn Phát,secondary
32582967,3,-1.0,(không tên),unclassified
32582981,3,-1.0,Vườn Lài,tertiary
32583053,2,-1.0,(không tên),trunk_link
32583077,3,-1.0,Tân Quý,unclassified
32583099,3,-1.0,Lê Văn Qưới,tertiary
32583177,3,-1.0,Lưu Hữu Phước,tertiary
32583251,3,-1.0,Lê Bình,unclassified
32583282,3,-1.0,Võ Văn Ngân,tertiary
32583376,2,-1.0,Nguyễn Văn Tăng,secondary
32583384,3,-1.0,Nguyễn Thái Bình,tertiary
32583460,2,-1.0,Quốc lộ 1,trunk_link
32583465,3,-1.0,Đông Hưng Thuận 2,unclassified
32583503,3,-1.0,Nguyễn Sĩ Cố,unclassified
32583518,3,-1.0,Bến Bình Đông,tertiary
32583519,3,-1.0,Bến Bình Đông,tertiary
32583521,3,-1.0,Bến Bình Đông,tertiary
32583648,3,-1.0,Trường Lưu,unclassified
32583670,3,30.0,Phan Huy Ôn,tertiary
32583688,3,-1.0,Hoàng Diệu,unclassified
32583754,2,-1.0,Lê Văn Thọ,secondary
32583784,3,-1.0,Bình Phú,tertiary
32583837,3,-1.0,Phạm Văn Bạch,tertiary
32583864,3,-1.0,Bà Diểm 5,unclassified
32583934,3,-1.0,Hẻm 137 Phan Anh,unclassified
32583943,3,-1.0,Lê Đình Cẩn,tertiary
32583944,3,-1.0,Tên Lửa,tertiary
32583960,3,-1.0,Phạm Thế Hiển,tertiary
32583980,3,-1.0,Đường số 11,tertiary
32584000,3,-1.0,Phạm Hữu Lầu,tertiary
32584015,3,-1.0,Bến Cát,unclassified
32584102,2,-1.0,Cầu vượt Ngã tư Gò Dưa,secondary
32584146,3,-1.0,Minh Phụng,tertiary
32584156,3,-1.0,Nguyễn Văn Lạc,tertiary
32584204,3,-1.0,Bến Ngô Sĩ Liên,unclassified
32584205,3,-1.0,Dương Văn Cam,tertiary
32584275,3,-1.0,Âu Dương Lân,tertiary
32584299,3,-1.0,Phan Văn Trị,tertiary
32584318,3,-1.0,Đất Thánh,tertiary
32584342,3,-1.0,Số 7,tertiary
32584369,3,-1.0,(không tên),unclassified
32584390,1,-1.0,Quang Trung,primary
32584394,3,-1.0,Đồng Đen,tertiary
32584426,3,20.0,Hẻm 86 Ông Ích Khiêm,unclassified
32584465,3,-1.0,Nguyễn Nhược Thị,unclassified
32584592,3,-1.0,Nguyễn Thị Đặng,tertiary
32584622,2,-1.0,Vĩnh Lộc,secondary
32584776,3,-1.0,(không tên),tertiary
32584861,3,-1.0,Linh Trung,unclassified
32584862,2,-1.0,Nguyễn Hữu Trí,secondary
32584870,3,-1.0,Nguyễn Hậu,unclassified
32584875,3,-1.0,Số 12,unclassified
32584958,3,-1.0,Đường Số 15,unclassified
32585130,3,-1.0,Nguyễn Sơn,tertiary
32585144,3,-1.0,Liên khu 5-11-12,unclassified
32585196,3,-1.0,Bình Đường,tertiary
32585220,3,-1.0,Tân Mỹ,unclassified
32585230,3,-1.0,Gò Xoài,tertiary
32585240,2,-1.0,Lê Văn Thọ,secondary
32585248,3,-1.0,Nguyễn Duy Trinh,tertiary
32585249,3,-1.0,Nguyễn Duy Trinh,tertiary
32585293,1,-1.0,Lê Lợi,primary
32585311,3,-1.0,Trương Đình Hội,unclassified
32585389,0,60.0,Mai Chí Thọ,trunk
32585394,3,-1.0,Sư Vạn Hạnh,tertiary
32585398,1,-1.0,Phan Thúc Duyện,primary
32585475,3,-1.0,Đường B1,unclassified
32585491,3,-1.0,Tân Xuân 2,unclassified
32585536,3,-1.0,Hoàng Hoa Thám,unclassified
32585538,3,-1.0,Đoàn Văn Bơ ( ngõ chợ ),unclassified
32585579,3,-1.0,Phạm Phú Thứ,tertiary
32585601,3,-1.0,Nguyễn Trọng Tuyển,tertiary
32585607,3,-1.0,(không tên),unclassified
32585640,3,-1.0,Đông Hưng Thuận 6,unclassified
32585684,1,60.0,Nguyễn Văn Linh,primary
32585690,3,-1.0,Ngô Gia Tự,tertiary
32585697,3,-1.0,Trần Văn Quang,unclassified
32585770,3,-1.0,Đường số 8,tertiary
32585800,3,-1.0,Đường số 17,unclassified
32585808,2,-1.0,Trịnh Thị Miếng,secondary
32585809,3,-1.0,Gò Dầu,tertiary
32585837,1,-1.0,Phan Đăng Lưu,primary
32585854,1,-1.0,Nguyễn Văn Cừ,primary
32585956,3,-1.0,Nguyễn Thị Đặng,tertiary
32585961,3,-1.0,Liên khu 2-5,unclassified
32586067,3,-1.0,Lê Văn Việt,tertiary
32586068,3,-1.0,Phú Thọ Hoà,unclassified
32586122,3,-1.0,Bàu Cát,tertiary
32586132,3,-1.0,Cây Bàng,tertiary
32586143,3,-1.0,Lý Phục Man,unclassified
32586165,3,-1.0,Ni Sư Huỳnh Liên,tertiary
32586257,3,-1.0,Hiệp Bình,tertiary
32586271,3,-1.0,Đường N,unclassified
32586308,3,-1.0,Đường Số 10,unclassified
32586319,3,-1.0,(không tên),tertiary
32586322,3,-1.0,Bông Văn Dìa,unclassified
32586364,3,20.0,Đường số 7A,tertiary
32586387,3,-1.0,Đường số 1,unclassified
32586408,3,-1.0,Dương Đình Hội,tertiary
32586472,3,-1.0,Lâm Văn Bền,tertiary
32586475,3,-1.0,Độc Lập,unclassified
32586524,2,-1.0,Nguyễn Thị Tú,secondary
32586601,3,-1.0,Hiền Vương,tertiary
32586648,3,-1.0,Lưu Hữu Phước,unclassified
32586673,3,-1.0,Nguyễn Biểu,tertiary
32586683,3,-1.0,Đường số 2,unclassified
32586691,3,-1.0,Đường số 1,tertiary
32586700,3,-1.0,Đường số 6,tertiary
32586725,3,-1.0,Thăng Long,tertiary
32586732,3,-1.0,(không tên),unclassified
32586752,3,-1.0,Đường số 3,unclassified
32586874,1,-1.0,Lý Thường Kiệt,primary
32586896,3,-1.0,Phan Thúc Duyện,tertiary
32586911,3,-1.0,(không tên),unclassified
32586943,3,-1.0,Lê Hồng Phong,tertiary
32586993,3,-1.0,Nguyễn Tuyển,unclassified
32587037,3,-1.0,Xuân Thới Sơn 21,tertiary
32587043,3,-1.0,Lê Thị Hà,unclassified
32587044,2,-1.0,Lê Văn Thọ,secondary
32587119,3,-1.0,Ngô Tất Tố,tertiary
32587225,2,-1.0,Quách Điêu,secondary
32587244,3,-1.0,Cầu B1,tertiary
32587294,2,-1.0,Lê Văn Thọ,secondary
32587315,3,-1.0,Nguyễn Xuân Khoát,unclassified
32587317,3,-1.0,Nguyễn Xuân Khoát,unclassified
32587319,3,-1.0,Dồng Tâm,unclassified
32587327,3,-1.0,Nguyễn Văn Hưởng,tertiary
32587351,3,-1.0,Tân Xuân 2,unclassified
32587364,3,-1.0,Ngô Nhân Tịnh,tertiary
32587365,3,-1.0,Bùi Hữu Nghĩa,tertiary
32587375,1,-1.0,Phan Đăng Lưu,primary
32587377,3,-1.0,Cầu Chữ Y,tertiary
32587529,1,-1.0,Nguyễn Thái Sơn,primary
32587530,2,-1.0,Bạch Đằng,secondary
32587532,3,-1.0,Phạm Thế Hiển,tertiary
32587533,3,-1.0,Phạm Thế Hiển,tertiary
32587534,3,-1.0,Phạm Thế Hiển,tertiary
32587570,3,-1.0,Phan Xích Long,tertiary
32587582,1,-1.0,Quang Trung,primary
32587696,2,-1.0,Tỉnh lộ 43,trunk_link
32587703,3,-1.0,Hồ Học Lãm,tertiary
32587722,3,-1.0,Đào Duy Anh,tertiary
32587726,3,-1.0,Trần Hưng Đạo,unclassified
32587735,3,-1.0,Hẻm 85 Bùi Minh Trực,unclassified
32587814,3,-1.0,Tô Hiến Thành,tertiary
32587839,3,-1.0,Xô Viết Nghệ Tĩnh,tertiary
32587982,3,-1.0,Võ Thị Hồi,tertiary
32588042,3,-1.0,Xóm Chiếu,unclassified
32588092,3,-1.0,Bình Trị Đông,tertiary
32588119,3,-1.0,Trần Quý,tertiary
32588258,3,-1.0,Nguyễn Văn Đậu,tertiary
32588270,3,-1.0,Nguyễn Thị Nhỏ,tertiary
32588299,3,-1.0,Trần Văn Mười,tertiary
32588428,3,-1.0,Nguyễn Thần Hiến,unclassified
32588432,1,-1.0,Hùng Vương,primary
32588479,3,-1.0,Tân Sơn Nhì,unclassified
32588499,2,-1.0,Hoàng Hữu Nam,secondary
32588532,1,-1.0,Cách Mạng Tháng Tám,primary
32588592,3,-1.0,Tam Hà,unclassified
32588630,3,-1.0,Bùi Hữu Nghĩa,tertiary
32588655,3,-1.0,(không tên),unclassified
32588663,2,-1.0,Tỉnh lộ 43,secondary
32588734,3,-1.0,Hoài Thanh,unclassified
32588801,3,-1.0,Huỳnh Thiện Lộc,unclassified
32588816,3,-1.0,Lương Định Của,tertiary
32588888,3,-1.0,Trần Văn Trà,tertiary
32588936,3,-1.0,Đường số 24,unclassified
32588970,3,-1.0,Nguyễn Tri Phương,tertiary
32588977,3,-1.0,Bành Văn Trân,tertiary
32588979,3,-1.0,(không tên),tertiary
32589047,3,-1.0,Tô Ngọc Vân,tertiary
32589049,3,-1.0,Bình Trưng,unclassified
32589059,3,-1.0,Phan Văn Đối,tertiary
32589084,3,-1.0,Trung Mỹ - Tân Xuân,tertiary
32589088,3,-1.0,Trung Mỹ - Tân Xuân,tertiary
32589137,3,-1.0,Đường Nguyễn Gia Trí,tertiary
32589157,3,-1.0,Phạm Văn Sáng,tertiary
32641760,3,-1.0,Thống Nhất,tertiary
32643289,2,30.0,Tỉnh Lộ 10,secondary
32643894,0,60.0,Cầu vượt An Sương,trunk
32899356,0,60.0,Cầu Suối Cái,trunk
32899358,0,60.0,Xa Lộ Hà Nội,trunk
32899360,3,-1.0,Lê Văn Chí,tertiary
32899363,3,-1.0,Cầu Bến Nọc,tertiary
32899364,3,-1.0,Lê Văn Việt,tertiary
32899369,2,-1.0,Nguyễn Xiển,secondary
32899370,2,-1.0,Nguyễn Xiển,secondary
32899371,2,-1.0,Nguyễn Xiển,secondary
32899372,2,-1.0,Nguyễn Xiển,secondary
32899378,3,-1.0,Long Phước,unclassified
32899381,3,-1.0,Cầu Trao Trảo,tertiary
32899382,3,-1.0,Nguyễn Xiển,tertiary
32899384,3,-1.0,Cầu Gò Công,tertiary
32899385,3,-1.0,Nguyễn Xiển,tertiary
32899386,3,-1.0,Cầu Rạch Gầm,tertiary
32899387,3,-1.0,Nguyễn Xiển,tertiary
32899392,3,-1.0,Cầu Võ Khế,tertiary
32899393,3,-1.0,Nguyễn Duy Trinh,tertiary
32899396,3,-1.0,Bưng Ông Thoàn,tertiary
32899399,3,-1.0,Cầu Ông Nhiêu,tertiary
32899401,2,-1.0,Cầu Xây dựng,secondary
32899403,2,-1.0,Nguyễn Duy Trinh,secondary
32899404,0,80.0,Cầu Rạch Chiếc 2,trunk
32899405,0,60.0,Xa lộ Hà Nội,trunk
32899406,3,-1.0,(không tên),tertiary
32902701,2,50.0,Lê Văn Khương,secondary
32902793,3,-1.0,Cầu Bình Phước 1,tertiary
32902795,0,-1.0,Cầu Vĩnh Bình,trunk
32902797,0,60.0,Cầu vượt Bình Phước,trunk
32910319,1,60.0,Quốc lộ 22,primary
32910324,2,-1.0,Nguyễn Văn Bứa,secondary
32928891,3,-1.0,(không tên),unclassified
32928897,1,-1.0,Đồng Văn Cống,primary
32928899,0,60.0,Quốc lộ 1,trunk
32928901,2,-1.0,Cầu Gò Dưa,secondary
32928902,3,-1.0,Kha Vạn Cân,tertiary
32928904,1,-1.0,Cầu Ông Dầu,primary
32928906,0,60.0,Cầu Cả Bốn 1,trunk
32928907,0,60.0,Quốc lộ 1,trunk
32928908,0,60.0,Cầu Ga 1A,trunk
32928910,0,60.0,Cầu Rạch Sâu 1,trunk
32928912,0,60.0,Cầu Bến Cát 1,trunk
32928914,0,60.0,Cầu An Phú Đông 1,trunk
32928916,1,-1.0,Cầu vượt Ngã Tư Ga,primary
32928924,2,-1.0,Cầu cụt,secondary
32928925,3,-1.0,Lê Đức Thọ,tertiary
32928926,2,-1.0,Cầu Trường Đai,secondary
32928927,2,-1.0,Lê Đức Thọ,secondary
32928928,3,-1.0,Cầu Bến Phân,tertiary
32928929,3,-1.0,Tô Ngọc Vân,tertiary
32928930,1,-1.0,Cầu An Lộc,primary
32928932,1,-1.0,Hà Huy Giáp,primary
32928933,3,-1.0,Cầu Đỏ,tertiary
32928934,3,-1.0,Nguyễn Xí,tertiary
32928935,3,-1.0,Cầu Băng Ky,tertiary
32928936,3,-1.0,Nơ Trang Long,tertiary
32928938,3,-1.0,Chu Văn An,unclassified
32928942,3,-1.0,Bình Quới,tertiary
32928944,1,-1.0,Quốc lộ 13,primary
33094769,1,-1.0,Quốc lộ 50,primary
33101955,3,-1.0,Phạm Hữu Lầu,tertiary
33101956,3,-1.0,Phạm Hữu Lầu,tertiary
33101960,2,-1.0,Cầu Long Kiểng,secondary
33101962,2,-1.0,Lê Văn Lương,secondary
33101963,2,-1.0,Lê Văn Lương,secondary
33101965,0,80.0,Cầu Ông Bé,trunk
33101968,0,80.0,Nguyễn Văn Linh,trunk
33101970,0,80.0,Cầu Ông Lớn,trunk
33101973,0,80.0,Nguyễn Văn Linh,trunk
33101974,1,80.0,Cầu Thầy Tiêu,primary
33102005,2,-1.0,Cầu Phú Xuân,secondary
33103420,3,-1.0,An Dương Vương,tertiary
33103426,3,-1.0,An Dương Vương,tertiary
33103437,3,-1.0,Cầu Bà Tiếng,tertiary
33103440,3,-1.0,Hồ Học Lãm,tertiary
33103443,3,-1.0,Đặng Nguyên Cẩn,tertiary
33103446,3,-1.0,Đặng Nguyên Cẩn,tertiary
33103453,2,-1.0,Cầu Tân Hoá,secondary
33103457,2,20.0,Lũy Bán Bích,secondary
33103463,3,-1.0,Trịnh Đình Thảo,unclassified
33103490,1,-1.0,Đinh Bộ Lĩnh,primary
33103592,1,-1.0,Cầu Sơn,primary
33103594,1,-1.0,Xô Viết Nghệ Tĩnh,primary
33103621,3,-1.0,Cầu Đen 2,tertiary
33103624,0,50.0,Cầu Văn Thánh,trunk
33237033,3,-1.0,Cầu Kênh B,tertiary
33237035,3,-1.0,Trần Đại Nghĩa,tertiary
33238041,2,-1.0,Cầu Tân Tạo,secondary
33238043,2,-1.0,Tỉnh Lộ 10,secondary
33238044,2,-1.0,Cầu Bà Hom,secondary
33238046,2,-1.0,Tỉnh Lộ 10,secondary
33238056,1,-1.0,Hà Huy Giáp,primary
33241516,1,-1.0,Cầu Bông,primary
33241520,1,-1.0,Đinh Tiên Hoàng,primary
33285422,2,-1.0,Cầu Bà Lát,secondary
33285425,2,-1.0,Trần Văn Giàu,secondary
33285442,2,-1.0,Bình Long,secondary
33285446,2,-1.0,Lê Trọng Tấn,secondary
33285449,2,-1.0,Lê Trọng Tấn,secondary
33285451,2,-1.0,Lê Trọng Tấn,secondary
33285453,2,-1.0,Lê Trọng Tấn,secondary
33285456,0,80.0,Cầu Bình Phú Tây,trunk
33285459,0,80.0,Quốc lộ 1,trunk
33285465,0,80.0,Quốc lộ 1,trunk
33285471,1,-1.0,Cầu vượt Quang Trung,primary
33285472,1,80.0,Cầu Tham Lương,primary
33285480,3,-1.0,Phan Huy ích,tertiary
33285483,3,-1.0,Phan Huy ích,tertiary
33285488,1,-1.0,Cầu Chợ Cầu 1,primary
